id,kategori,zorluk,soru_kisa,dogru_sik,jev_secimi,guven,sorunlu
5faf621c-3f28-4125-ae02-b316c96c952f,teknoloji,3,Bir bilgisayar ağında verilerin gönderildiği en küçük birime ne denir?,Paket,Piksel,0.200,0
5faffa8b-d232-487c-a2fe-b57dfb943bcd,cografya,3,Bir bölgenin genç oluşumlu olması ne anlama gelir?,Jeolojik olarak yeni şekillenmiş olması,Jeolojik olarak yeni şekillenmiş olması,0.770,0
5fbb321c-e3e7-45da-942f-b1655a1f666c,genel_kultur,2,Hat sanatı hangi alanda icra edilir?,Güzel yazı,Halı dokuma,0.270,0
5fb5b5cc-7b47-4e00-83c2-e48e5cfc904d,spor,4,Futbolda 'libero' hangi bölgede oynardı?,Savunmanın arkasında,Kalede,0.230,0
5fbfe0d8-2476-4aa2-a4bf-6aeaa92ebe6f,genel_kultur,3,Altın Palmiye hangi film festivalinin ödülüdür?,Cannes,Cannes,0.460,0
5fc76612-0112-4192-ba2a-8415283ce80e,sinema,2,'Satirik film' neyi hedefler?,Toplumsal eleştiriyi,Belgeseli,0.220,0
5fcbaf30-957c-4c90-a9fe-8869d7352c63,spor,3,Yüzmede kulvar çizgilerinin işlevi nedir?,Dalga etkisini azaltmak,Derinlik ölçmek,0.240,0
5fcd5f86-3bb0-48c6-a7cc-e8ddceaf5645,sanat,4,'Cilt sanatı' neyi kapsar?,Kitap kapağı yapımı,Halı dokuma,0.040,0
5fd472dd-5985-49a1-a97e-f82f612161e3,muzik,4,Rock müzikte 'riff' ne anlama gelir?,Yinelenen kısa ezgi kalıbı,Yinelenen kısa ezgi kalıbı,0.830,1
5fdd39e2-f4e0-4f41-8329-941c60700473,sanat,4,Bosch resimlerinde hangi öğe baskındır?,Fantastik ve simgesel imgeler,Fantastik ve simgesel imgeler,0.590,0
5fddf345-48bd-4bd8-a826-d0b661ddca0c,edebiyat,3,Şiirde 'imge' ne işlev görür?,Zihinde görüntü uyandırır,Zihinde görüntü uyandırır,0.580,0
5fde9f14-27a6-4d81-ac8b-210876f86c4c,tarih,3,'Marshall Planı' neyi hedefledi?,Avrupa'nın ekonomik onarımını,Avrupa'nın ekonomik onarımını,0.800,0
5fe13b7d-de78-46fc-bb63-ea30279c421b,spor,3,'Serbest oyuncu' hangi durumdadır?,Sözleşmesi biten oyuncu,Yedek oyuncu,0.130,0
5fe15752-6714-4c74-90a1-6b2db6cb0e6a,sinema,4,Bir sahnenin tek seferde çekilen bölümüne ne denir?,Plan,Sekans,0.200,0
5ff1482f-9ebf-4b94-99d0-69ca8ebe359a,sanat,4,Ressam Abidin Dino 1952'den ölümüne dek hayatının büyük bölümünü hangi şehirde geçirmiştir,Paris,Paris,0.690,0
5fed8e70-3dfd-49f3-b1d6-ca4c68b0f4d1,sinema,5,Zhang Yimou'nun 'Kırmızı Fener' filminin başrol oyuncusu kimdir?,Gong Li,Zhang Ziyi,0.130,0
5fff6f6d-d95a-437d-a60b-4a28ba517ae5,spor,5,Yelken yarışlarında rüzgâr yönüne karşı ilerlemeye ne denir?,Orsa,Demir,0.140,0
6000ebc2-d872-4917-8dd7-077cb9d1548e,genel_kultur,2,Baharın gelişini kutlayan Hıdırellez her yıl hangi tarihte kutlanır?,6 Mayıs,23 Nisan,0.030,0
60027720-9012-433b-ae2f-4531f8fe9d5c,tarih,3,İnka İmparatorluğu'nu yıkan İspanyol komutan kimdir?,Francisco Pizarro,Magellan,0.160,0
600916af-1511-464d-ad8e-615453bea778,cografya,3,Termik alçak basınç nasıl oluşur?,Havanın ısınıp yükselmesiyle,Havanın soğuyup alçalmasıyla,0.310,0
6003e6c8-3064-4801-b91c-734c52229731,spor,2,Futbolda hakemin yardımcılarına ne denir?,Yardımcı hakem,Spiker,0.110,0
6009d67e-06de-4198-acd5-13c68fb316c5,spor,2,Sporda 'rekor' hangi durumda tescillenir?,Resmi koşullarda ölçülürse,Resmi koşullarda ölçülürse,0.950,1
600d45fc-bd5d-4192-b6a1-3e3da2aebfef,sinema,3,'Kazablanka' filminde piyanist Sam'in çaldığı ve filmle özdeşleşen şarkı hangisidir?,As Time Goes By,As Time Goes By,0.760,0
601239e1-eedb-41db-a1c6-20108c463d0c,edebiyat,1,İnsan dışı varlıklara insan özelliği verilmesine ne denir?,Kişileştirme,Tezat,0.190,0
601406cd-36bb-48b5-abe6-39324130ba07,muzik,2,Canlı albüm neyi içerir?,Konser kaydını,Stüdyo kaydını,0.110,0
60198206-8e86-4145-97bf-3e7c9ad60421,tarih,2,Birleşmiş Milletler hangi yılda kurulmuştur?,1945,1945,0.670,0
601e0277-f2de-4c9a-8ab3-2bcb474021c4,genel_kultur,2,Dinamiti bulan kişi kimdir?,Alfred Nobel,Louis Pasteur,0.270,0
6028eaa9-a8a4-449e-88c4-191c6f4d29cd,cografya,3,Üniter devlet yapısının özelliği nedir?,Tek merkezden yönetim,Tek merkezden yönetim,0.610,0
60416d3a-7e97-458f-a90b-712f43e208c9,genel_kultur,2,Patent neyi korur?,Buluşu,Fotoğrafı,0.180,0
60491bc4-9d53-4abd-b4fa-90a70b3e4ced,cografya,3,Bartın hangi denize kıyısı olan ildir?,Karadeniz,Ege,0.180,0
60437e22-fa87-4c57-9fd8-8ac564cc007b,sanat,5,"Ayak tabanlarından bakılan, aşırı kısaltılmış ölü İsa figürüyle ünlü 'Ölü İsa'ya Ağıt' tab",Andrea Mantegna,Andrea Mantegna,0.360,0
604b4a17-7659-488c-bfc7-c139c8598785,spor,4,Antik Olimpiyatlarda 'pankration' hangi tür yarışmaydı?,Güreş ve boks karışımı,Güreş ve boks karışımı,0.580,0
6054e3d7-26e9-4a54-bba5-e9b233127c64,sinema,2,'Çılgın Hırsız' filminde Gru dünyaya kendini kanıtlamak için hangi gök cismini çalmayı pla,Ay,Güneş,0.230,0
605733bb-82fd-45bf-bb07-d9190ecdaf69,edebiyat,3,Divan edebiyatında ölçü olarak ne kullanılır?,Aruz,Aruz,0.330,0
606c1556-90e3-4670-a270-9796a36ba99c,edebiyat,3,Röportaj türünün ayırt edici yanı nedir?,Yerinde araştırma ve görüşmeye dayanması,Yerinde araştırma ve görüşmeye dayanması,0.770,0
606ed666-6e46-4720-8ddf-b13aa1bf6aa5,edebiyat,4,Cevat Şakir Kabaağaçlı hangi takma adla bilinir?,Halikarnas Balıkçısı,Halikarnas Balıkçısı,0.600,0
6079f9ff-747e-42db-adc2-1863569ff1d4,bilim,3,'Yasa' bilimde neyi belirtir?,Düzenli ilişkinin ifadesini,Düzenli ilişkinin ifadesini,0.540,0
607d7770-c635-4a38-bc9d-28fd27bbaec8,tarih,3,1945'te Hiroşima'ya atom bombasını atan B-29 uçağının adı nedir?,Enola Gay,Enola Gay,0.790,0
6081ebde-7da0-4179-98fd-cf16edb6cae6,bilim,2,Virüsler hangi ortamda çoğalabilir?,Canlı hücre içinde,Canlı hücre içinde,0.940,1
607f3364-63ad-4ebf-8515-5a04f93378ce,muzik,3,Keman ailesinin en kalın sesli üyesi hangisidir?,Kontrbas,Keman,0.200,0
608a36ba-3f76-41dd-b8af-03eb2d54dc2a,teknoloji,3,'Dizi' (array) veri yapısı neyi tutar?,Sıralı öğe topluluğunu,Sıralı öğe topluluğunu,0.550,0
608e9d0d-b5cf-486e-bd62-413fba0a511c,teknoloji,2,Biyometrik doğrulamaya örnek nedir?,Parmak izi,Parmak izi,0.650,0
608cfa09-0945-46a0-b6ed-f6ef6a1bfe4a,bilim,5,Bir tepkimenin toplam entalpi değişiminin izlenen yoldan bağımsız olduğunu hangi yasa söyl,Hess yasası,Hess yasası,0.380,0
6090d393-85ee-4896-b0c3-1eaf66aa0f1f,tarih,4,1814-1815 Viyana Kongresi'ne ev sahipliği yapan Avusturya dışişleri bakanı kimdir?,Metternich,Metternich,0.680,0
6093d9ef-c01e-4258-b58e-ac01d9a78e41,cografya,3,Havzalar arası su transferi hangi amaçla yapılır?,Su açığını kapatmak,Su açığını kapatmak,0.690,0
609f35c6-84cf-441d-a47d-1f37739a66f2,muzik,5,'Organoloji' neyi araştırır?,Çalgıları,Ritmi,0.240,0
60a21a2a-e37a-4de1-b807-3effea64b91d,cografya,2,Kızıldeniz hangi iki kıta arasındadır?,Afrika ve Asya,Afrika ve Asya,0.480,0
60a84f58-6212-42a9-b042-12f363daba8d,genel_kultur,3,Osmanlı'da vakıf sisteminin temel amacı neydi?,Hayır hizmetleri,Hayır hizmetleri,0.340,0
60af945d-b90c-47a0-8172-8f81b8381668,bilim,1,Mıknatısın çekmediği metal hangisidir?,Alüminyum,Demir,0.240,0
60b243ba-b895-4de6-907b-ce044ac9ba50,genel_kultur,3,Rubik küpünü 1974'te icat eden Erno Rubik hangi ülkelidir?,Macaristan,Avusturya,0.190,0
60b48a45-c819-40a6-b865-2371305e2df1,genel_kultur,2,Kalite kontrol ne amaçlar?,Standartlara uygunluk,Standartlara uygunluk,0.670,0
60b82611-29ab-49d6-80ff-b4b6b2e0ce94,cografya,3,Zonguldak hangi maden kaynağıyla anılır?,Taş kömürü,Bor,0.310,0
60bc0d80-63bc-47fc-8e33-c65c7dc6ebce,sanat,3,'Portfolyo' sanatçı için ne sunar?,Çalışmalarının seçkisini,Sözleşmeyi,0.280,0
60c3c9f0-5f2d-4e90-87ba-65c067fbb468,muzik,4,'Rondo' biçiminde ana tema nasıl kullanılır?,Yinelenerek döner,Hiç,0.370,0
60be4561-339c-4461-98ba-ba00c7fbcece,muzik,5,Rahmaninov'un 'Paganini'nin Bir Teması Üzerine Rapsodi'si kaç varyasyondan oluşur?,24,12,0.290,0
60c4b0c5-edf6-4a04-8b3a-ba05015d4172,bilim,4,"Dünyanın en büyük tekil çiçeğini açan, çürük et kokulu parazit bitki hangisidir?",Rafflesia,Rafflesia,0.620,0
60c77ec5-afff-4644-931b-5ba396b7b99b,sanat,5,'Matrakçı Nasuh' minyatürlerinde neyi resmetmiştir?,Şehir ve menzil görünümlerini,Şehir ve menzil görünümlerini,0.520,0
60c81a97-9a87-4f1e-9418-b6546e854354,teknoloji,4,'Unicode' hangi sorunu çözer?,Farklı dillerin karakter kodlamasını,Farklı dillerin karakter kodlamasını,0.750,0
60d44913-d624-4393-846b-a66df1509efc,edebiyat,3,'Absürt tiyatro' neyi vurgular?,Anlamsızlık duygusunu,Aşkı,0.250,0
60f02169-163e-441a-896d-a3233d45757a,bilim,5,Benzen molekülünün halka yapısını 1865'te öneren kimyager kimdir?,August Kekulé,Friedrich Wöhler,0.330,0
60fc070f-7897-4a04-9eb2-3b257fa00891,tarih,3,Roma İmparatorluğu'nu ikiye bölen imparator kimdir?,Diocletianus,Konstantin,0.190,0
6108b6d7-840c-458d-b950-40b11733904d,teknoloji,4,'Eşzamanlılık' (concurrency) ne demektir?,İşlerin iç içe ilerlemesi,İşlerin iç içe ilerlemesi,0.500,0
610a4ecf-6d82-42f0-a8d1-17c7a4c07d4d,genel_kultur,2,Yunan mitolojisinde bilgelik tanrıçası kimdir?,Athena,Athena,0.530,0
61195e6b-cdc4-43a1-9e1c-bb33145a9227,sinema,3,'Léon: The Professional' filminde küçük kız rolündeki oyuncu kimdir?,Natalie Portman,Natalie Portman,0.710,0
6123b783-8a63-467f-92f6-04adb97b1159,muzik,4,Handel'in 'Messiah' eseri hangi türdedir?,Oratoryo,Opera,0.130,0
6123c02a-2ad9-4db7-9d89-7ebb1db12164,teknoloji,3,'Çok çekirdekli işlemci' ne sağlar?,Paralel işlem,Paralel işlem,0.770,0
6124b2dd-d680-4702-9ca1-28b166094d4e,cografya,4,Nur (Amanos) Dağları hangi ilimizde yer alır?,Hatay,Antalya,0.220,0
61275a5c-5902-4902-8eab-7bec5ea35de5,muzik,4,Polifoni ne demektir?,Birden çok bağımsız ezginin birlikteliği,Birden çok bağımsız ezginin birlikteliği,0.820,1
612794cc-94e6-49f4-9ddd-5bd0dc5a5da4,tarih,2,İpek Yolu hangi iki kıtayı birbirine bağlardı?,Asya ve Avrupa,Asya ve Avrupa,0.440,0
6134622b-84b3-4b1f-99a9-d26cdae75815,cografya,4,İspanya'nın en uzun nehri hangisidir?,Tajo,Tajo,0.570,0
61384374-02d7-4dc4-a56d-c1302618d617,genel_kultur,3,Kanuni Sultan Süleyman'ın Avrupa'daki lakabı nedir?,Muhteşem,Fatih,0.220,0
613abacd-782d-4e02-a5c5-420952ab9575,muzik,4,Falsetto ne anlama gelir?,Doğal sınırın üstünde ince ses,Doğal sınırın üstünde ince ses,0.490,0
614c92a4-c36a-479a-81d9-67547a3eff22,cografya,3,Kalker (kireç taşı) alanlarında oluşan yer şekline ne denir?,Karst,Karst,0.300,0
61559e3f-abb2-4750-ae17-7f7cfe29be30,bilim,2,Radyoaktiflik üzerine çalışmalarıyla tanınan bilim insanı kimdir?,Curie,Curie,0.660,0
6157ad65-6b13-4eb7-84c4-602e40982c5a,tarih,5,'Yüzey araştırması' ne sağlar?,Kazısız ön belirleme,Kazısız ön belirleme,0.430,0
61582ae4-7e6c-4d6c-888b-a425063e2bad,genel_kultur,2,2005'te Yeni Türk Lirası'na geçilirken paradan kaç sıfır atılmıştır?,6,6,0.330,0
615888d8-f0b1-4f27-a50a-2c55f781fff1,teknoloji,5,'Olay güdümlü mimari' neye dayanır?,Olay yayınlama ve dinlemeye,Olay yayınlama ve dinlemeye,0.720,0
615dcb67-22d5-4496-a89f-efa2193d0e48,genel_kultur,2,Fahrenhayt ölçeğinde suyun donma noktası kaçtır?,32,0,0.250,0
615f58df-5d3b-4e8e-89ef-7f02a3c7983f,genel_kultur,3,Olimpiyatların modern haliyle ilk düzenlendiği şehir hangisidir?,Atina,Atina,0.360,0
616e0b83-aea9-4727-9d62-ca432c390e2a,cografya,5,Kelaynak kuşu Türkiye'de hangi ilde korunur?,Şanlıurfa (Birecik),Şanlıurfa (Birecik),0.440,0
6177eeeb-036b-4977-8ccf-5ea85e8eb1da,bilim,2,DNA'nın çift sarmal yapısını keşfeden bilim insanları kimlerdir?,Watson ve Crick,Watson ve Crick,0.770,0
617597bd-c251-46e8-95d5-87fd9ccd5826,edebiyat,3,'Robot' sözcüğü ilk kez hangi yazarın 1920 tarihli R.U.R. adlı oyunuyla dünyaya yayılmıştı,Karel Čapek,Karel Čapek,0.470,0
618546a0-a170-422b-80a9-21bbbb7e26b8,sanat,3,"Sanatta ""kinetik"" ne anlama gelir?",Hareket içeren,İki boyutlu,0.210,0
61848691-af19-4a6f-a4a1-679645c363c1,edebiyat,4,Asonans nedir?,Ünlü seslerin yinelenmesi,Redif,0.110,0
61916db6-a861-4252-bb2a-4827a25cf53c,teknoloji,4,'API' kısaltması neyi ifade eder?,Uygulama programlama arayüzü,Ağ protokolü,0.260,0
618c991e-155c-46a5-9b24-13fcfe756a9d,spor,3,Voleybolda 'manşet' hangi vuruştur?,Alttan karşılama,Servis,0.110,0
6193b2e9-bde1-49f8-b685-d169942ab4fc,sinema,4,Alfonso Cuarón'un 'Roma' filmi adını hangi şehirdeki bir mahalleden alır?,Meksiko,Madrid,0.310,0
6194cc84-2ae6-4170-8b23-f8bbe7b3b675,sanat,3,'Guernica' tablosunu kim yapmıştır?,Picasso,Picasso,0.870,1
619a6379-c040-47e1-9ba2-41437d1379da,tarih,4,1521 Worms Meclisi'nde Luther'i dinleyen Kutsal Roma imparatoru kimdir?,V. Karl,V. Karl,0.460,0
619e56c7-f29f-4175-8938-3210678cc8ac,tarih,5,Urartuların en bilinen faaliyeti nedir?,Su kanalları ve kaleler,Matbaa,0.290,0
619f04b2-674d-42fa-a8f5-cc9452da89d2,genel_kultur,1,Kara üzerindeki en hızlı hayvan hangisidir?,Çita,Aslan,0.250,0
61a19fe7-4159-4339-9eb2-a06e2e1bcdba,muzik,4,Pizzicato tekniği yaylı çalgılarda ne yapar?,Telin parmakla çekilmesi,Yayla sürtülmesi,0.080,0
61a7c6cb-f621-4bc4-bd9a-225ebf986a9e,tarih,3,Şubat 1945'teki Yalta Konferansı'na Churchill ve Stalin'in yanında katılan ABD başkanı kim,Franklin D. Roosevelt,Franklin D. Roosevelt,0.710,0
61a8c7c7-0765-4104-b2d2-266df556db2b,muzik,4,Ölçü sayısı '3/4' neyi anlatır?,Ölçüde üç dörtlük vuruş,Ölçüde dört vuruş,0.220,0
61b004d2-0730-4d15-96ee-ae2f50ad6c4c,edebiyat,3,'Tanrısal anlatıcı' neyi bilir?,Her şeyi,Yalnız gördüğünü,0.340,0
61b27ce7-e450-48ee-aad1-87db5f837d2f,teknoloji,5,"Conway Yasası'na göre bir sistemin tasarımı, onu üreten kuruluşun neyini yansıtır?",İletişim yapısını,Donanım yapısını,0.190,0
61be9a02-348e-4b9d-9aa7-be8ae436d3c8,sanat,5,Michelangelo Sistine Şapeli'nin tavanını hangi papanın isteğiyle boyamıştır?,II. Julius,X. Leo,0.110,0
61c000a7-637f-449d-947c-c468ba55e4ed,edebiyat,3,Antoloji nedir?,Seçme eserler derlemesi,Ansiklopedi,0.160,0
61c1b3e5-6076-4c94-8fec-261c158049b5,sanat,3,'Ekspertiz raporu' neyi belirler?,Eserin gerçekliğini ve değerini,Eserin gerçekliğini ve değerini,0.890,1
61c3eafc-6bac-4ca1-99c3-09ee6b3e24c5,spor,2,Formula 1'de siyah beyaz kareli bayrak neyi bildirir?,Yarışın bittiğini,Tehlikeyi,0.180,0
61cd460c-9c9a-4d1d-b676-e552005059ba,sinema,3,'Sinema salonu ses sistemi' olarak 'surround' ne yapar?,Sesi mekâna yayar,Sesi tek noktaya toplar,0.320,0
61ce6975-71d0-441e-968b-41dc39eb2a21,sanat,3,Anadolu Medeniyetleri Müzesi hangi şehirdedir?,Ankara,Ankara,0.840,1
61e3b765-cb84-4899-bf08-83a186d03e66,sanat,3,Lichtenstein resimlerinde hangi görsel dili kullanır?,Çizgi roman estetiğini,Minyatürü,0.190,0
61e4b97f-4b2e-442c-a167-7e847a8cb069,muzik,2,Blues müziğinin kökeni nereye dayanır?,Afrikalı Amerikalıların müzik geleneği,Afrikalı Amerikalıların müzik geleneği,0.700,0
61e437fe-7386-483b-a274-006c3244852f,bilim,1,Bitkiler fotosentez sırasında havadan hangi gazı alır?,Karbondioksit,Oksijen,0.070,0
61f9b51f-b483-4c6a-ac8a-763d178c8cb8,tarih,4,1905 Tsuşima Deniz Savaşı'nda Rus donanmasını yok eden Japon amiral kimdir?,Togo,Yamamoto,0.060,0
61fd1406-fc3a-46ee-9f7a-f104e4d238ea,teknoloji,4,Apollo programının uçuş yazılımını geliştiren MIT ekibini kim yönetti?,Margaret Hamilton,Katherine Johnson,0.110,0
62013c75-37b6-401d-9587-78b7e54b2279,bilim,3,'Kontrol grubu' deneyde ne sağlar?,Karşılaştırma temelini,Değişkeni,0.090,0
620229e6-2ad4-4d01-99c5-f517d145b1b4,edebiyat,3,Nobel Edebiyat Ödülü hangi ülkede verilir?,İsveç,Danimarka,0.260,0
62102760-115f-46f4-8c9c-338ca15f7ca1,cografya,2,Kültür bölgesi kavramı neyi ifade eder?,Ortak kültürel özellik gösteren alanı,Ortak kültürel özellik gösteren alanı,0.750,0
62144f6f-2ce9-4368-8d5f-f3cbad071359,genel_kultur,1,GPS teknolojisi ne işe yarar?,Konum belirleme,Konum belirleme,0.610,0
6223150d-2a47-4a2a-8b49-9cb47a3f77e6,edebiyat,3,Edgar Allan Poe hangi türün öncülerindendir?,Polisiye ve korku,Polisiye ve korku,0.360,0
6224b1bf-8d8a-40ad-affd-f95ec30349f6,cografya,4,Ergene Havzası hangi bölgemizde yer alır?,Marmara,Marmara,0.320,0
6231241d-da12-47de-9244-dfc980aa0611,sanat,4,'Sis Denizi Üzerindeki Gezgin' tablosunun ressamı kimdir?,Friedrich,Friedrich,0.800,0
622826b3-db61-4bd3-b81e-48e8af55712e,teknoloji,3,'RAM' hangi özelliktedir?,Geçici çalışma belleği,Geçici çalışma belleği,0.710,0
623bd528-0a55-4d8c-8e80-cb0eebcad0a2,cografya,3,Maki bitki örtüsü hangi iklimin göstergesidir?,Akdeniz,Akdeniz,0.530,0
623d9b54-fb48-443b-b293-bbb7b03f175c,sinema,4,"""Kurgu"" olmadan tek planda çekilen filme ne denir?",Tek plan (uzun plan) filmi,Belgesel,0.250,0
6243e576-45f6-48ac-b152-3c622251b062,sinema,3,Dijital dağıtımın sinemaya etkisi nedir?,Erişimi genişletmesi,Erişimi genişletmesi,0.720,0
6249f530-91d1-4e85-bcd6-8588f235afdb,spor,3,'Voleybolda servis hatası' ne demektir?,Topun fileyi aşamaması,Topun fileyi aşamaması,0.550,0
62528ac4-ac43-47c4-bffc-5ad3c24fea34,genel_kultur,3,Dörtlüklerle yazılan halk edebiyatı nazım birimi hangisidir?,Dörtlük,Mısra,0.300,0
62575e81-b160-4f59-b02e-ee47d5310570,muzik,3,Cazda sözcük yerine anlamsız hecelerle yapılan doğaçlama şarkı söyleme tekniğine ne ad ver,Scat,Scat,0.520,0
6258bf89-43c9-45d6-831f-5114482fb690,sinema,3,Luc Besson'un 'Beşinci Element' filminde Bruce Willis'in canlandırdığı taksi şoförünün adı,Korben Dallas,John McClane,0.130,0
6259e939-4e2c-41c1-8aae-c7163e72b9c0,genel_kultur,2,Kulakta dengeyi sağlayan yapı hangisidir?,Yarım daire kanalları,Yarım daire kanalları,0.410,0
625e248b-3e42-480c-ba90-0b46779271e1,tarih,4,Alman İmparatorluğu 1871'de hangi sarayda ilan edilmiştir?,Versay,Versay,0.740,0
625f05c0-c0f7-4701-baaa-c5fa570c9853,teknoloji,4,'Çöp toplayıcı' ne yapar?,Kullanılmayan belleği geri alır,Kullanılmayan belleği geri alır,0.940,1
6265cb34-7d85-4dc0-b21e-5d8e8fc07100,sanat,2,'Atölye' geleneğinde 'usta-çırak' ilişkisi neyi sağlar?,Tekniğin aktarımını,Tekniğin aktarımını,0.440,0
626795e7-6716-4080-a44e-e16f86365670,sinema,2,'Gişe rekortmeni' ne anlama gelir?,Çok bilet satan film,Çok bilet satan film,0.500,0
626a8a72-3832-4390-80fc-ba963e1dba77,edebiyat,5,Aristophanes'in Kurbağalar'ında Dionysos sonunda hangi ozanı Hades'ten geri götürür?,Aiskhylos,Sofokles,0.200,0
62896b97-f4dd-47ff-964c-aa61b4ab4bf3,cografya,3,Bir akarsuyun kaynak bölgesinde aşındırma nasıldır?,Derine doğru güçlüdür,Derine doğru güçlüdür,0.440,0
627c2014-2977-442e-a643-7e6509f588b2,genel_kultur,4,Boza hangi tahıldan yapılır?,Darı veya bulgur,Pirinç,0.230,0
628bebea-a2ee-4a53-b04e-5753742423c0,sinema,5,Üç şeritli Technicolor ile baştan sona renkli çekilen ilk uzun metrajlı film hangisidir?,Becky Sharp,Show Boat,0.220,0
6295da69-91c3-4b0b-bbf0-46b13cd5a5e6,edebiyat,1,'Ödül jürisi' edebiyatta ne yapar?,Yapıtları değerlendirir,Yapıtları değerlendirir,0.420,0
629ece98-0d03-4430-b183-76b624b8f15a,cografya,5,Kop Geçidi hangi illeri bağlar?,Erzurum ve Bayburt,Trabzon ve Rize,0.130,0
62ad1b80-899a-42e7-9f59-7f692df14e9c,spor,1,'Milli takım' hangi düzeyde yarışır?,Uluslararası düzeyde,Uluslararası düzeyde,0.710,0
62bdd4d9-f772-402e-a63d-286cd4bf550e,sinema,4,Ingmar Bergman hangi ülkenin yönetmenidir?,İsveç,Danimarka,0.330,0
62c492b6-f8d8-4f56-af0b-108fadc8d099,teknoloji,5,İlk yaygın grafik web tarayıcılarından Mosaic hangi kurumda geliştirildi?,NCSA,CERN,0.080,0
62c55e13-1933-4c27-bf5c-c4c2251be123,cografya,4,Burdur'un doğal değeri nedir?,Salda Gölü,Salda Gölü,0.470,0
62c630bc-9365-4361-8c4e-8e8b812384a8,spor,3,Yüzmede olimpiyat havuzunun uzunluğu kaç metredir?,50,50,0.450,0
62d23f1e-ee1a-4104-9611-ea746962d748,muzik,4,'Bebop' cazda neyi öne çıkardı?,Hızlı tempo ve karmaşık armoniyi,Hızlı tempo ve karmaşık armoniyi,0.650,0
62d27038-e3f7-4922-a188-a53c4c469445,bilim,3,'Yarı ömür' neyi ifade eder?,Yarısının bozunma süresini,Yarısının bozunma süresini,0.760,0
62d82ba2-9960-45cd-a1e6-266405d21a2b,sinema,2,Disney'in 'Aladdin' filminde Aladdin'in yanından ayrılmayan maymunun adı nedir?,Abu,Genie,0.030,0
62ccac00-45ec-46c2-9822-8eb6c5bef715,muzik,3,'Outro' hangi bölümdür?,Kapanış,Nakarat,0.040,0
62db34f1-b9af-4772-8cf8-82954bba3ab7,cografya,5,Kazdağı göknarı hangi ilimizde yayılış gösterir?,Balıkesir,Antalya,0.100,0
62d9903c-54cd-4c24-ba5c-8d7d8ce2fded,bilim,5,Sonsuzluk simgesini (∞) matematikte ilk kez 1655'te kullanan İngiliz matematikçi kimdir?,John Wallis,John Napier,0.040,0
62e1fc44-4a9e-4d02-9278-9f2d66ad81be,cografya,3,Namib Çölü hangi ülkeye adını vermiştir?,Namibya,Namibya,0.380,0
62eb2c09-6b6f-403d-a6d0-5ac23229e258,bilim,2,'Genlik' seste neyi belirler?,Şiddeti,Tınıyı,0.070,0
62f980c2-3d85-4417-8b81-d80aa392cc97,muzik,4,Wagner'in dört operadan oluşan dev döngüsü hangisidir?,Nibelung'un Yüzüğü,Dört Mevsim,0.360,0
62fb298c-3f9c-43a7-b952-c582380adbb7,edebiyat,2,"""Don Kişot"" romanının yazarı kimdir?",Cervantes,Cervantes,0.770,0
631e6a4f-506c-401b-b04b-1259f2007322,spor,3,Maraton koşusunun resmi mesafesi kaç kilometredir?,"42,195","42,195",0.300,0
63093790-2bba-41f8-bcb5-36cf69e086e0,sanat,2,Bir kemerin tepesine yerleştirilen ve öteki taşları yerinde kilitleyen taşa ne ad verilir?,Kilit taşı,Kilit taşı,0.720,0
631f62fc-a465-4dd7-ba09-b31dbe3f0760,cografya,4,Söke Ovası hangi nehrin oluşturduğu ovadır?,Büyük Menderes,Büyük Menderes,0.770,0
63273cdf-628b-4abf-ae8b-ab48a03d87df,tarih,4,Akıncılar hangi görevde uzmandı?,Sınır ötesi keşif ve akın,Sınır ötesi keşif ve akın,0.380,0
63287feb-f8aa-4b3d-8540-a694004faed8,teknoloji,2,Verinin kopyasının ayrıca saklanmasına ne ad verilir?,Yedekleme,Şifreleme,0.320,0
632994f4-7d7d-4db5-b45c-8a0631966c63,genel_kultur,5,Bayrakların incelendiği bilim dalına ne ad verilir?,Vexilloloji,Vexilloloji,0.820,1
632f0b9b-cc8e-4bc8-9231-3cd228a55c9f,muzik,2,'Tango' müziği ve dansı hangi ülkeyle özdeşleşir?,Arjantin,Brezilya,0.180,0
632f6138-369c-411c-a396-af9d900e7243,sanat,3,Paul Gauguin resimlerinde hangi bölgeden esinlenmiştir?,Polinezya,Polinezya,0.440,0
6333be00-6425-4dd5-90a7-a4926e37bc5f,edebiyat,5,Sturm und Drang akımına adını veren oyunun yazarı kimdir?,Klinger,Lessing,0.060,0
633db06f-8089-4c93-a526-372afc021a11,sanat,2,"""Çığlık"" tablosunun ressamı kimdir?",Edvard Munch,Claude Monet,0.310,0
633d317d-bad4-4e64-b28c-cf6c079f57a7,teknoloji,4,Yazılımda dış kütüphaneleri yenilemek neden gerekir?,Güvenlik açıklarını kapatmak,Güvenlik açıklarını kapatmak,0.820,1
6342174d-7af7-4457-942d-e003634f5d26,sinema,4,Hitchcock'un 'Kuzey Kuzeybatı' filminin final kovalamacası hangi anıtta geçer?,Rushmore Dağı,Golden Gate,0.160,0
63452b14-f35d-49f0-8727-959f6650dd33,genel_kultur,3,"""Zeybek"" hangi bölgemizin halk oyunudur?",Ege,Karadeniz,0.130,0
634688dc-ccc1-4746-b125-148397c4ca3f,bilim,2,Ribozomun görevi nedir?,Protein sentezi,Enerji üretimi,0.190,0
